"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"onco-imagingstudy","ImagingStudy.series.extension:imaging-settings.extension:slice_thickness","ImagingStudy.series.extension.extension","slice_thickness","","",1,1,"Y","","","Extension {[]} {[]}
","Extension","An Extension","","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"onco-imagingstudy","ImagingStudy.series.extension:imaging-settings.extension:slice_thickness.id","ImagingStudy.series.extension.extension.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"onco-imagingstudy","ImagingStudy.series.extension:imaging-settings.extension:slice_thickness.extension","ImagingStudy.series.extension.extension.extension","","","",0,0,"","","","Extension {[]} {[]}
","Extension","An Extension","","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"onco-imagingstudy","ImagingStudy.series.extension:imaging-settings.extension:slice_thickness.url","ImagingStudy.series.extension.extension.url","","","",1,1,"","","","uri {[]} {[]}
","identifies the meaning of the extension","Source of the definition for the extension code - a logical name or a URL.","The definition may point directly to a computable or human-readable definition of the extensibility codes, or it may be a logical URI as declared in some other specification. The definition SHALL be a URI for the Structure Definition defining the extension.","","","","<valueUri xmlns=""http://hl7.org/fhir"" value=""slice_thickness""/>","","","","",,,,,"",,,,"Extension.url",1,1,"",""
"onco-imagingstudy","ImagingStudy.series.extension:imaging-settings.extension:slice_thickness.value[x]","ImagingStudy.series.extension.extension.value[x]","","","",1,1,"Y","","","string {[]} {[]}
","Value of extension","Value of extension - must be one of a constrained set of the data types (see [Extensibility](http://hl7.org/fhir/R4/extensibility.html) for a list).","","","","","","","","","",,,,,"",,,,"Extension.value[x]",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"onco-imagingstudy","ImagingStudy.series.extension:imaging-settings.extension:pixel_spacing","ImagingStudy.series.extension.extension","pixel_spacing","","",1,1,"Y","","","Extension {[]} {[]}
","Extension","An Extension","","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"onco-imagingstudy","ImagingStudy.series.extension:imaging-settings.extension:pixel_spacing.id","ImagingStudy.series.extension.extension.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"onco-imagingstudy","ImagingStudy.series.extension:imaging-settings.extension:pixel_spacing.extension","ImagingStudy.series.extension.extension.extension","","","",0,0,"","","","Extension {[]} {[]}
","Extension","An Extension","","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"onco-imagingstudy","ImagingStudy.series.extension:imaging-settings.extension:pixel_spacing.url","ImagingStudy.series.extension.extension.url","","","",1,1,"","","","uri {[]} {[]}
","identifies the meaning of the extension","Source of the definition for the extension code - a logical name or a URL.","The definition may point directly to a computable or human-readable definition of the extensibility codes, or it may be a logical URI as declared in some other specification. The definition SHALL be a URI for the Structure Definition defining the extension.","","","","<valueUri xmlns=""http://hl7.org/fhir"" value=""pixel_spacing""/>","","","","",,,,,"",,,,"Extension.url",1,1,"",""
"onco-imagingstudy","ImagingStudy.series.extension:imaging-settings.extension:pixel_spacing.value[x]","ImagingStudy.series.extension.extension.value[x]","","","",1,1,"Y","","","string {[]} {[]}
","Value of extension","Value of extension - must be one of a constrained set of the data types (see [Extensibility](http://hl7.org/fhir/R4/extensibility.html) for a list).","","","","","","","","","",,,,,"",,,,"Extension.value[x]",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"onco-imagingstudy","ImagingStudy.series.extension:imaging-settings.extension:field_of_view","ImagingStudy.series.extension.extension","field_of_view","","",0,1,"Y","","","Extension {[]} {[]}
","Extension","An Extension","","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"onco-imagingstudy","ImagingStudy.series.extension:imaging-settings.extension:field_of_view.id","ImagingStudy.series.extension.extension.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"onco-imagingstudy","ImagingStudy.series.extension:imaging-settings.extension:field_of_view.extension","ImagingStudy.series.extension.extension.extension","","","",0,0,"","","","Extension {[]} {[]}
","Extension","An Extension","","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"onco-imagingstudy","ImagingStudy.series.extension:imaging-settings.extension:field_of_view.url","ImagingStudy.series.extension.extension.url","","","",1,1,"","","","uri {[]} {[]}
","identifies the meaning of the extension","Source of the definition for the extension code - a logical name or a URL.","The definition may point directly to a computable or human-readable definition of the extensibility codes, or it may be a logical URI as declared in some other specification. The definition SHALL be a URI for the Structure Definition defining the extension.","","","","<valueUri xmlns=""http://hl7.org/fhir"" value=""field_of_view""/>","","","","",,,,,"",,,,"Extension.url",1,1,"",""
"onco-imagingstudy","ImagingStudy.series.extension:imaging-settings.extension:field_of_view.value[x]","ImagingStudy.series.extension.extension.value[x]","","","",0,1,"Y","","","integer {[]} {[]}
","Value of extension","Value of extension - must be one of a constrained set of the data types (see [Extensibility](http://hl7.org/fhir/R4/extensibility.html) for a list).","","","","","","","","","",,,,,"",,,,"Extension.value[x]",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"onco-imagingstudy","ImagingStudy.series.extension:imaging-settings.extension:rows","ImagingStudy.series.extension.extension","rows","","",1,1,"Y","","","Extension {[]} {[]}
","Extension","An Extension","","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"onco-imagingstudy","ImagingStudy.series.extension:imaging-settings.extension:rows.id","ImagingStudy.series.extension.extension.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"onco-imagingstudy","ImagingStudy.series.extension:imaging-settings.extension:rows.extension","ImagingStudy.series.extension.extension.extension","","","",0,0,"","","","Extension {[]} {[]}
","Extension","An Extension","","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"onco-imagingstudy","ImagingStudy.series.extension:imaging-settings.extension:rows.url","ImagingStudy.series.extension.extension.url","","","",1,1,"","","","uri {[]} {[]}
","identifies the meaning of the extension","Source of the definition for the extension code - a logical name or a URL.","The definition may point directly to a computable or human-readable definition of the extensibility codes, or it may be a logical URI as declared in some other specification. The definition SHALL be a URI for the Structure Definition defining the extension.","","","","<valueUri xmlns=""http://hl7.org/fhir"" value=""rows""/>","","","","",,,,,"",,,,"Extension.url",1,1,"",""
"onco-imagingstudy","ImagingStudy.series.extension:imaging-settings.extension:rows.value[x]","ImagingStudy.series.extension.extension.value[x]","","","",1,1,"Y","","","integer {[]} {[]}
","Value of extension","Value of extension - must be one of a constrained set of the data types (see [Extensibility](http://hl7.org/fhir/R4/extensibility.html) for a list).","","","","","","","","","",,,,,"",,,,"Extension.value[x]",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"onco-imagingstudy","ImagingStudy.series.extension:imaging-settings.extension:columns","ImagingStudy.series.extension.extension","columns","","",1,1,"Y","","","Extension {[]} {[]}
","Extension","An Extension","","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"onco-imagingstudy","ImagingStudy.series.extension:imaging-settings.extension:columns.id","ImagingStudy.series.extension.extension.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"onco-imagingstudy","ImagingStudy.series.extension:imaging-settings.extension:columns.extension","ImagingStudy.series.extension.extension.extension","","","",0,0,"","","","Extension {[]} {[]}
","Extension","An Extension","","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"onco-imagingstudy","ImagingStudy.series.extension:imaging-settings.extension:columns.url","ImagingStudy.series.extension.extension.url","","","",1,1,"","","","uri {[]} {[]}
","identifies the meaning of the extension","Source of the definition for the extension code - a logical name or a URL.","The definition may point directly to a computable or human-readable definition of the extensibility codes, or it may be a logical URI as declared in some other specification. The definition SHALL be a URI for the Structure Definition defining the extension.","","","","<valueUri xmlns=""http://hl7.org/fhir"" value=""columns""/>","","","","",,,,,"",,,,"Extension.url",1,1,"",""
"onco-imagingstudy","ImagingStudy.series.extension:imaging-settings.extension:columns.value[x]","ImagingStudy.series.extension.extension.value[x]","","","",1,1,"Y","","","integer {[]} {[]}
","Value of extension","Value of extension - must be one of a constrained set of the data types (see [Extensibility](http://hl7.org/fhir/R4/extensibility.html) for a list).","","","","","","","","","",,,,,"",,,,"Extension.value[x]",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"onco-imagingstudy","ImagingStudy.series.extension:imaging-settings.extension:imaging_injection","ImagingStudy.series.extension.extension","imaging_injection","","",0,1,"Y","","","Extension {[]} {[]}
","Qualification of the medical image contrast injection","An Extension","","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"onco-imagingstudy","ImagingStudy.series.extension:imaging-settings.extension:imaging_injection.id","ImagingStudy.series.extension.extension.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"onco-imagingstudy","ImagingStudy.series.extension:imaging-settings.extension:imaging_injection.extension","ImagingStudy.series.extension.extension.extension","","","",0,0,"","","","Extension {[]} {[]}
","Extension","An Extension","","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"onco-imagingstudy","ImagingStudy.series.extension:imaging-settings.extension:imaging_injection.url","ImagingStudy.series.extension.extension.url","","","",1,1,"","","","uri {[]} {[]}
","identifies the meaning of the extension","Source of the definition for the extension code - a logical name or a URL.","The definition may point directly to a computable or human-readable definition of the extensibility codes, or it may be a logical URI as declared in some other specification. The definition SHALL be a URI for the Structure Definition defining the extension.","","","","<valueUri xmlns=""http://hl7.org/fhir"" value=""imaging_injection""/>","","","","",,,,,"",,,,"Extension.url",1,1,"",""
"onco-imagingstudy","ImagingStudy.series.extension:imaging-settings.extension:imaging_injection.value[x]","ImagingStudy.series.extension.extension.value[x]","","","",0,1,"","","","Reference {[]} {[]}
","Value of extension","Value of extension - must be one of a constrained set of the data types (see [Extensibility](http://hl7.org/fhir/R4/extensibility.html) for a list).","","","","","","","","","",,,,,"","type:$this}
","",,"closed","Extension.value[x]",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"onco-imagingstudy","ImagingStudy.series.extension:imaging-settings.extension:imaging_injection.value[x]:valueReference","ImagingStudy.series.extension.extension.value[x]","valueReference","","",0,1,"","","","Reference {[]} {[CanonicalType[http://fhir.arkhn.com/osiris/StructureDefinition/onco-imagingstudy-injection]]}
","Value of extension","Value of extension - must be one of a constrained set of the data types (see [Extensibility](http://hl7.org/fhir/R4/extensibility.html) for a list).","","","","","","","","","",,,,,"",,,,"Extension.value[x]",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"onco-imagingstudy","ImagingStudy.series.extension:imaging-settings.extension:mr_image","ImagingStudy.series.extension.extension","mr_image","","",0,1,"","","","Extension {[]} {[]}
","Extension","An Extension","","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"",""
"onco-imagingstudy","ImagingStudy.series.extension:imaging-settings.extension:mr_image.id","ImagingStudy.series.extension.extension.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"onco-imagingstudy","ImagingStudy.series.extension:imaging-settings.extension:mr_image.extension","ImagingStudy.series.extension.extension.extension","","","",9,*,"","","","Extension {[]} {[]}
","Extension","An Extension","","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"onco-imagingstudy","ImagingStudy.series.extension:imaging-settings.extension:mr_image.extension:sequence_name","ImagingStudy.series.extension.extension.extension","sequence_name","","",1,1,"Y","","","Extension {[]} {[]}
","Extension","An Extension","","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"onco-imagingstudy","ImagingStudy.series.extension:imaging-settings.extension:mr_image.extension:sequence_name.id","ImagingStudy.series.extension.extension.extension.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"onco-imagingstudy","ImagingStudy.series.extension:imaging-settings.extension:mr_image.extension:sequence_name.extension","ImagingStudy.series.extension.extension.extension.extension","","","",0,0,"","","","Extension {[]} {[]}
","Extension","An Extension","","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"onco-imagingstudy","ImagingStudy.series.extension:imaging-settings.extension:mr_image.extension:sequence_name.url","ImagingStudy.series.extension.extension.extension.url","","","",1,1,"","","","uri {[]} {[]}
","identifies the meaning of the extension","Source of the definition for the extension code - a logical name or a URL.","The definition may point directly to a computable or human-readable definition of the extensibility codes, or it may be a logical URI as declared in some other specification. The definition SHALL be a URI for the Structure Definition defining the extension.","","","","<valueUri xmlns=""http://hl7.org/fhir"" value=""sequence_name""/>","","","","",,,,,"",,,,"Extension.url",1,1,"",""
"onco-imagingstudy","ImagingStudy.series.extension:imaging-settings.extension:mr_image.extension:sequence_name.value[x]","ImagingStudy.series.extension.extension.extension.value[x]","","","",1,1,"Y","","","string {[]} {[]}
","Value of extension","Value of extension - must be one of a constrained set of the data types (see [Extensibility](http://hl7.org/fhir/R4/extensibility.html) for a list).","","","","","","","","","",,,,,"",,,,"Extension.value[x]",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"onco-imagingstudy","ImagingStudy.series.extension:imaging-settings.extension:mr_image.extension:magnetic_field_strength","ImagingStudy.series.extension.extension.extension","magnetic_field_strength","","",1,1,"Y","","","Extension {[]} {[]}
","Extension","An Extension","","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"onco-imagingstudy","ImagingStudy.series.extension:imaging-settings.extension:mr_image.extension:magnetic_field_strength.id","ImagingStudy.series.extension.extension.extension.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"onco-imagingstudy","ImagingStudy.series.extension:imaging-settings.extension:mr_image.extension:magnetic_field_strength.extension","ImagingStudy.series.extension.extension.extension.extension","","","",0,0,"","","","Extension {[]} {[]}
","Extension","An Extension","","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"onco-imagingstudy","ImagingStudy.series.extension:imaging-settings.extension:mr_image.extension:magnetic_field_strength.url","ImagingStudy.series.extension.extension.extension.url","","","",1,1,"","","","uri {[]} {[]}
","identifies the meaning of the extension","Source of the definition for the extension code - a logical name or a URL.","The definition may point directly to a computable or human-readable definition of the extensibility codes, or it may be a logical URI as declared in some other specification. The definition SHALL be a URI for the Structure Definition defining the extension.","","","","<valueUri xmlns=""http://hl7.org/fhir"" value=""magnetic_field_strength""/>","","","","",,,,,"",,,,"Extension.url",1,1,"",""
"onco-imagingstudy","ImagingStudy.series.extension:imaging-settings.extension:mr_image.extension:magnetic_field_strength.value[x]","ImagingStudy.series.extension.extension.extension.value[x]","","","",1,1,"Y","","","decimal {[]} {[]}
","Value of extension","Value of extension - must be one of a constrained set of the data types (see [Extensibility](http://hl7.org/fhir/R4/extensibility.html) for a list).","","","","","","","","","",,,,,"",,,,"Extension.value[x]",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"onco-imagingstudy","ImagingStudy.series.extension:imaging-settings.extension:mr_image.extension:mr_acquisition_type","ImagingStudy.series.extension.extension.extension","mr_acquisition_type","","",1,1,"Y","","","Extension {[]} {[]}
","Extension","An Extension","","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"onco-imagingstudy","ImagingStudy.series.extension:imaging-settings.extension:mr_image.extension:mr_acquisition_type.id","ImagingStudy.series.extension.extension.extension.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"onco-imagingstudy","ImagingStudy.series.extension:imaging-settings.extension:mr_image.extension:mr_acquisition_type.extension","ImagingStudy.series.extension.extension.extension.extension","","","",0,0,"","","","Extension {[]} {[]}
","Extension","An Extension","","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"onco-imagingstudy","ImagingStudy.series.extension:imaging-settings.extension:mr_image.extension:mr_acquisition_type.url","ImagingStudy.series.extension.extension.extension.url","","","",1,1,"","","","uri {[]} {[]}
","identifies the meaning of the extension","Source of the definition for the extension code - a logical name or a URL.","The definition may point directly to a computable or human-readable definition of the extensibility codes, or it may be a logical URI as declared in some other specification. The definition SHALL be a URI for the Structure Definition defining the extension.","","","","<valueUri xmlns=""http://hl7.org/fhir"" value=""mr_acquisition_type""/>","","","","",,,,,"",,,,"Extension.url",1,1,"",""
"onco-imagingstudy","ImagingStudy.series.extension:imaging-settings.extension:mr_image.extension:mr_acquisition_type.value[x]","ImagingStudy.series.extension.extension.extension.value[x]","","","",1,1,"Y","","","string {[]} {[]}
","Value of extension","Value of extension - must be one of a constrained set of the data types (see [Extensibility](http://hl7.org/fhir/R4/extensibility.html) for a list).","","","","","","","","","",,,,,"",,,,"Extension.value[x]",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"onco-imagingstudy","ImagingStudy.series.extension:imaging-settings.extension:mr_image.extension:repetition_time","ImagingStudy.series.extension.extension.extension","repetition_time","","",1,1,"Y","","","Extension {[]} {[]}
","Extension","An Extension","","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"onco-imagingstudy","ImagingStudy.series.extension:imaging-settings.extension:mr_image.extension:repetition_time.id","ImagingStudy.series.extension.extension.extension.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"onco-imagingstudy","ImagingStudy.series.extension:imaging-settings.extension:mr_image.extension:repetition_time.extension","ImagingStudy.series.extension.extension.extension.extension","","","",0,0,"","","","Extension {[]} {[]}
","Extension","An Extension","","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"onco-imagingstudy","ImagingStudy.series.extension:imaging-settings.extension:mr_image.extension:repetition_time.url","ImagingStudy.series.extension.extension.extension.url","","","",1,1,"","","","uri {[]} {[]}
","identifies the meaning of the extension","Source of the definition for the extension code - a logical name or a URL.","The definition may point directly to a computable or human-readable definition of the extensibility codes, or it may be a logical URI as declared in some other specification. The definition SHALL be a URI for the Structure Definition defining the extension.","","","","<valueUri xmlns=""http://hl7.org/fhir"" value=""repetition_time""/>","","","","",,,,,"",,,,"Extension.url",1,1,"",""
"onco-imagingstudy","ImagingStudy.series.extension:imaging-settings.extension:mr_image.extension:repetition_time.value[x]","ImagingStudy.series.extension.extension.extension.value[x]","","","",1,1,"Y","","","decimal {[]} {[]}
","Value of extension","Value of extension - must be one of a constrained set of the data types (see [Extensibility](http://hl7.org/fhir/R4/extensibility.html) for a list).","","","","","","","","","",,,,,"",,,,"Extension.value[x]",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"onco-imagingstudy","ImagingStudy.series.extension:imaging-settings.extension:mr_image.extension:echo_time","ImagingStudy.series.extension.extension.extension","echo_time","","",1,1,"Y","","","Extension {[]} {[]}
","Extension","An Extension","","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"onco-imagingstudy","ImagingStudy.series.extension:imaging-settings.extension:mr_image.extension:echo_time.id","ImagingStudy.series.extension.extension.extension.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"onco-imagingstudy","ImagingStudy.series.extension:imaging-settings.extension:mr_image.extension:echo_time.extension","ImagingStudy.series.extension.extension.extension.extension","","","",0,0,"","","","Extension {[]} {[]}
","Extension","An Extension","","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"onco-imagingstudy","ImagingStudy.series.extension:imaging-settings.extension:mr_image.extension:echo_time.url","ImagingStudy.series.extension.extension.extension.url","","","",1,1,"","","","uri {[]} {[]}
","identifies the meaning of the extension","Source of the definition for the extension code - a logical name or a URL.","The definition may point directly to a computable or human-readable definition of the extensibility codes, or it may be a logical URI as declared in some other specification. The definition SHALL be a URI for the Structure Definition defining the extension.","","","","<valueUri xmlns=""http://hl7.org/fhir"" value=""echo_time""/>","","","","",,,,,"",,,,"Extension.url",1,1,"",""
"onco-imagingstudy","ImagingStudy.series.extension:imaging-settings.extension:mr_image.extension:echo_time.value[x]","ImagingStudy.series.extension.extension.extension.value[x]","","","",1,1,"Y","","","decimal {[]} {[]}
","Value of extension","Value of extension - must be one of a constrained set of the data types (see [Extensibility](http://hl7.org/fhir/R4/extensibility.html) for a list).","","","","","","","","","",,,,,"",,,,"Extension.value[x]",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"onco-imagingstudy","ImagingStudy.series.extension:imaging-settings.extension:mr_image.extension:imaging_frequency","ImagingStudy.series.extension.extension.extension","imaging_frequency","","",1,1,"Y","","","Extension {[]} {[]}
","Extension","An Extension","","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"onco-imagingstudy","ImagingStudy.series.extension:imaging-settings.extension:mr_image.extension:imaging_frequency.id","ImagingStudy.series.extension.extension.extension.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"onco-imagingstudy","ImagingStudy.series.extension:imaging-settings.extension:mr_image.extension:imaging_frequency.extension","ImagingStudy.series.extension.extension.extension.extension","","","",0,0,"","","","Extension {[]} {[]}
","Extension","An Extension","","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"onco-imagingstudy","ImagingStudy.series.extension:imaging-settings.extension:mr_image.extension:imaging_frequency.url","ImagingStudy.series.extension.extension.extension.url","","","",1,1,"","","","uri {[]} {[]}
","identifies the meaning of the extension","Source of the definition for the extension code - a logical name or a URL.","The definition may point directly to a computable or human-readable definition of the extensibility codes, or it may be a logical URI as declared in some other specification. The definition SHALL be a URI for the Structure Definition defining the extension.","","","","<valueUri xmlns=""http://hl7.org/fhir"" value=""imaging_frequency""/>","","","","",,,,,"",,,,"Extension.url",1,1,"",""
